Date,Team 1,Team 2,Venue (wrt Team 1),Predicted Spread,DK Line (Time of Bet),Closing Line,Actual Score,Units Risked,Error,Vegas Error,CLV,W/L,Payoff
1/15/2026,San Diego  ,Seattle,A,Seattle -8.86,San Diego +9.5 (-118),San Diego +9.5,"75-64, Seattle",0,2.14,1.5,0,LOSS,0
1/15/2026,UC Riverside,Long Beach St.,A,Long Beach St. -5.77,Long Beach St. -4.5 (-112),Long Beach St. -5.5,"88-73, Long Beach St.",0,9.23,9.5,1,WIN,0
1/15/2026,Northern Arizona,Sacramento St.,A,Sacramento St. -4.24,Sacramento St. -3.5 (-115),Sacramento St. -2.5,"83-69, Sacramento St.",0,9.76,11.5,-1,WIN,0
1/16/2026,Providence,Creighton,H,Providence -0.63,Providence +1.5 (-122),Providence +2.5,"93-88, Providence",0,4.37,7.5,-1,WIN,0
1/16/2026,Kent St.,Toledo,H,Kent St. -5.78,Kent St. -4.5 (-112),Kent St. -5.5,"87-84, Kent St.",0,2.78,2.5,1,LOSS,0
1/16/2026,Kansas,Baylor,H,Kansas -6.7,Baylor +7.5 (-102),Baylor +7.5,"80-62, Kansas",0,11.3,10.5,0,LOSS,0
1/16/2026,DePaul,Marquette,H,DePaul -3.56,DePaul -3.5 (-105),DePaul -2.5,"80-75, DePaul",0,1.44,2.5,-1,WIN,0
1/16/2026,Ball St.,Ohio,H,Ohio -3.88,Ohio -3.5 (-118),Ohio -5,"76-71, Ball St.",0,8.88,10,1.5,LOSS,0
1/16/2026,Dayton,Loyola Chicago,H,Dayton -18.99,Dayton -17.5 (-110),Dayton -16.5,"78-51, Dayton",0,8.01,10.5,-1,WIN,0
1/16/2026,Boise St.,Colorado St.,H,Boise St. -5.03,Colorado St. +5.5 (-108),Colorado St. +5.5,"79-73, Boise St.",0,0.97,0.5,0,LOSS,0
1/17/2026,Virginia  ,SMU,A,Virginia -3.8,Virginia -1.5 (-112),Virginia -2,"72-68, Virginia",0,0.2,2,0.5,WIN,0
1/17/2026,Kentucky,Tennessee,A,Tennessee -7.7,Tennessee -6.5 (-112),Tennessee -6,"80-78, Kentucky",0,9.7,8,-0.5,LOSS,0
1/17/2026,Butler,Seton Hall,A,Seton Hall -3.97,Butler +6.5 (-112),Butler +6,"77-66, Butler",0,14.97,17,0.5,WIN,0
1/17/2026,Notre Dame,Virginia Tech,A,Virginia Tech -4.68,Notre Dame +5.5 (-105),Notre Dame +6.5,"89-76, Virginia Tech",0,8.32,6.5,-1,LOSS,0
1/17/2026,Connecticut,Georgetown,A,Connecticut -10.15,Georgetown +11.5 (-112),Georgetown +11.5,"64-62, Connecticut",0,8.15,9.5,0,WIN,0
1/17/2026,Minnesota,Illinois,A,Illinois -15.69,Minnesota +16.5 (-110),Minnesota +15,"77-67, Illinois",0,5.69,5,1.5,WIN,0
1/17/2026,Georgia Tech,N.C. State,A,N.C. State -17.13,N.C. State -16.5 (-115),N.C. State -17.5,"78-74, Georgia Tech",0,21.13,21.5,1,LOSS,0
1/17/2026,Elon,Hofstra,A,Hofstra -6.06,Hofstra -5.5 (-115),Hofstra -5.5,"89-85, Elon",0,10.06,9.5,0,LOSS,0
1/17/2026,Mount St. Mary's,Canisius,A,Mount St. Mary's -2.07,Canisius +2.5 (-108),Canisius +3.5,"78-68, Mount St. Mary's",0,7.93,6.5,-1,LOSS,0
1/17/2026,Duquesne,Fordham,A,Fordham -2.76,Fordham +1.5 (-120),Fordham +1,"74-63, Duquesne",1,13.76,10,0.5,LOSS,-1
1/17/2026,UCLA,Ohio St.,A,Ohio St. -4.58,Ohio St. -4.5 (-108),Ohio St. -4.5,"86-74, Ohio St.",0,7.42,7.5,0,WIN,0
1/17/2026,Alabama,Oklahoma,A,Alabama -7.49,Alabama -5.5 (-110),Alabama -5.5,"83-81, Alabama",0,5.49,3.5,0,LOSS,0
1/17/2026,Buffalo,Miami OH,A,Miami OH -11.36,Miami OH -10.5 (+100),Miami OH -10.5,"105-102, Miami OH",0,8.36,7.5,0,LOSS,0
1/17/2026,Eastern Michigan,Bowling Green,A,Bowling Green -8.37,Eastern Michigan +11.5 (-108),Eastern Michigan +11.5,"85-79, Bowling Green",0,2.37,5.5,0,WIN,0
1/17/2026,Wagner,New Haven,A,New Haven -1.9,New Haven -1.5 (+105),New Haven -2.5,"80-74, New Haven",0,4.1,3.5,1,WIN,0
1/17/2026,Chattanooga,Western Carolina,A,Western Carolina -4.69,Western Carolina -2.5 (-102),Western Carolina -1.5,"90-82, Chattanooga",0,12.69,9.5,-1,LOSS,0
1/17/2026,Holy Cross,Lafayette,A,Lafayette -1.98,Holy Cross +2.5 (-115),Holy Cross +2,"74-55, Lafayette",0,17.02,17,0.5,LOSS,0
1/17/2026,Old Dominion,Appalachian St.,A,Appalachian St. -7.85,Appalachian St. -5.5 (-110),Appalachian St. -6.5,"75-73, Old Dominion",0,9.85,8.5,1,LOSS,0
1/17/2026,Boston University,Loyola MD,A,Boston University -2.28,Loyola MD +2.5 (-112),Loyola MD +1.5,"74-57, Loyola MD",0,19.28,18.5,1,WIN,0
1/17/2026,Florida,Vanderbilt,A,Vanderbilt -0.84,Florida +2.5 (-108),Florida -1.5,"98-94, Florida",0,4.84,2.5,4,WIN,0
1/17/2026,Iowa,Indiana  ,A,Indiana -3.02,Indiana -2.5 (-115),Indiana -3.5,"74-57, Iowa",0,20.02,20.5,1,LOSS,0
1/17/2026,Iowa St.,Cincinnati,A,Iowa St. -5.97,Cincinnati +6.5 (-105),Cincinnati +5.5,"79-70, Cincinnati",0,14.97,14.5,1,WIN,0
1/17/2026,TCU,Utah,A,TCU -5.57,TCU -4.5 (-112),TCU -5,"82-79, Utah",0,8.57,8,0.5,LOSS,0
1/17/2026,Sam Houston St.,FIU,A,FIU -1.7,FIU -1.5 (+105),FIU -2.5,"76-63, Sam Houston St.",0,14.7,15.5,1,LOSS,0
1/17/2026,St. Thomas,North Dakota St.,A,North Dakota St. -2.52,North Dakota St. -1.5 (-112),North Dakota St. -2.5,"68-65, North Dakota St.",0,0.48,0.5,1,WIN,0
1/17/2026,Syracuse,Boston College,A,Syracuse -5.46,Boston College +5.5 (-102),Boston College +6,"81-73, Boston College",0,13.46,14,-0.5,WIN,0
1/17/2026,Winthrop ,UNC Asheville,A,Winthrop -5.06,Winthrop -4.5 (-105),Winthrop -5.5,"69-67, Winthrop",0,3.06,3.5,1,LOSS,0
1/17/2026,Bradley,Illinois St.,A,Illinois St. -6.04,Illinois St. -5.5 (-115),Illinois St. -5.5,"88-62, Illinois St.",0,19.96,20.5,0,WIN,0
1/17/2026,Columbia,Brown,A,Columbia -2.82,Columbia -2.5 (-115),Columbia -3,"86-80, Brown",0,8.82,9,0.5,LOSS,0
1/17/2026,Detroit Mercy,IU Indy,A,Detroit Mercy -1.02,Detroit Mercy +1.5 (-118),Detroit Mercy +1.5,"80-77, Detroit Mercy",0,1.98,4.5,0,WIN,0
1/17/2026,South Dakota,North Dakota,A,North Dakota -0.81,South Dakota +1.5 (-110),South Dakota +2,"96-80, North Dakota",0,15.19,14,-0.5,LOSS,0
1/17/2026,Cornell,Yale,A,Yale -9.81,Yale -8.5 (-112),Yale -9.5,"102-68, Yale",0,24.19,24.5,1,WIN,0
1/17/2026,Navy,Lehigh,A,Navy -3.04,Lehigh +3.5 (-105),Lehigh +3,"82-79, Navy",0,0.04,0,0.5,WIN,0
1/17/2026,Rutgers,Wisconsin,A,Wisconsin -14.97,Rutgers +15.5 (-110),Rutgers +15.5,"96-87, Wisconsin",0,5.97,6.5,0,WIN,0
1/17/2026,New Mexico St. ,Delaware  ,A,New Mexico St. -6.75,New Mexico St. -4.5 (-115),New Mexico St. -5,"97-68, New Mexico St.",0,22.25,24,0.5,WIN,0
1/17/2026,East Tennessee St.,Samford,A,East Tennessee St. -3.61,East Tennessee St. -2.5 (-118),East Tennessee St. -3,"76-75, East Tennessee St.",0,2.61,2,0.5,LOSS,0
1/17/2026,Western Michigan,Akron,A,Akron -18.3,Western Michigan +18.5 (-112),Western Michigan +21,"104-89, Akron",0,3.3,6,-2.5,WIN,0
1/17/2026,Queens,Stetson,A,Queens -5.9,Stetson +8.5 (-115),Stetson +10,"87-81, Queens",0,0.1,4,-1.5,WIN,0
1/17/2026,Youngstown St.,Cleveland St.,A,Youngstown St. -8.72,Youngstown St. -6.5 (-115),Youngstown St. -8,"80-78, Cleveland St.",0,10.72,10,1.5,LOSS,0
1/17/2026,Siena,Manhattan,A,Siena -6.92,Siena -6.5 (-108),Siena -7,"74-59, Siena",0,8.08,8,0.5,WIN,0
1/17/2026,Princeton,Harvard,A,Harvard -5.7,Harvard -4.5 (-110),Harvard -4.5,"87-80, Harvard",0,1.3,2.5,0,WIN,0
1/17/2026,Fairfield,Marist,A,Marist -8.76,Marist -8.5 (-108),Marist -8.5,"82-67, Marist",0,6.24,6.5,0,WIN,0
1/17/2026,Le Moyne,Chicago St.,A,Le Moyne -6.26,Le Moyne -4.5 (-105),Le Moyne -6,"72-57, Le Moyne",0,8.74,9,1.5,WIN,0
1/17/2026,North Florida,Central Arkansas,A,Central Arkansas -12.98,Central Arkansas -11.5 (-112),Central Arkansas -12.5,"98-69, Central Arkansas",0,16.02,16.5,1,WIN,0
1/17/2026,Central Connecticut,Saint Francis,A,Central Connecticut -4.66,Saint Francis +6.5 (-110),Saint Francis +6.5,"98-90, Central Connecticut",0,3.34,1.5,0,LOSS,0
1/17/2026,West Georgia,Florida Gulf Coast,A,Florida Gulf Coast -10.37,Florida Gulf Coast -9.5 (-118),Florida Gulf Coast -9.5,"90-72, Florida Gulf Coast",0,7.63,8.5,0,WIN,0
1/17/2026,Bucknell,Colgate,A,Colgate -7.39,Colgate -9.5 (+100),Colgate -8,"95-76, Colgate",0,11.61,11,-1.5,WIN,0
1/17/2026,Presbyterian,Gardner Webb,A,Presbyterian -6.9,Gardner Webb +7.5 (-115),Gardner Webb +8.5,"92-55, Presbyterian",0,30.1,28.5,-1,LOSS,0
1/17/2026,Stonehill,Mercyhurst,A,Mercyhurst -7.92,Mercyhurst -3.5 (-115),Mercyhurst -4,"62-57, Stonehill",1.5,12.92,9,0.5,LOSS,-1.5
1/17/2026,Rider,Saint Peter's,A,Saint Peter's -12.52,Saint Peter's -10.5 (-112),Saint Peter's -10.5,"69-58, Saint Peter's",0,1.52,0.5,0,WIN,0
1/17/2026,Miami FL,Clemson,A,Clemson -3.44,Miami FL +4.5 (-105),Miami FL +4.5,"69-59, Clemson",0,6.56,5.5,0,LOSS,0
1/17/2026,Utah St.,Grand Canyon,A,Utah St. -4.2,Grand Canyon +5.5 (-110),Grand Canyon +5.5,"84-74, Grand Canyon",0,14.2,15.5,0,WIN,0
1/17/2026,St. Bonaventure,La Salle,A,St. Bonaventure -0.17,La Salle +3.5 (-112),La Salle +5,"78-74, La Salle",0,4.17,9,-1.5,WIN,0
1/17/2026,Longwood,Radford,A,Radford -4.02,Longwood +4.5 (-105),Longwood +4.5,"85-83, Radford",0,2.02,2.5,0,WIN,0
1/17/2026,Kennesaw St.,Western Kentucky,A,Western Kentucky -3.16,Kennesaw St. +9.5 (-118),Kennesaw St. +8,"81-65, Kennesaw St.",2,19.16,24,1.5,WIN,1.694915254
1/17/2026,Northern Iowa,Valparaiso,A,Northern Iowa -0.91,Valparaiso +2.5 (-115),Valparaiso +2,"54-44, Valparaiso",0,10.91,12,0.5,WIN,0
1/17/2026,Penn,Dartmouth,A,Dartmouth -1.91,Dartmouth -1.5 (+102),Dartmouth -1,"84-74, Penn",0,11.91,11,-0.5,LOSS,0
1/17/2026,Quinnipiac,Merrimack,A,Quinnipiac -2.59,Quinnipiac -2.5 (-102),Quinnipiac -1.5,"83-71, Merrimack",0,14.59,13.5,-1,LOSS,0
1/17/2026,Drake,Illinois Chicago,A,Illinois Chicago -5.74,Illinois Chicago -3.5 (-105),Illinois Chicago -5,"74-67, Illinois Chicago",0,1.26,2,1.5,WIN,0
1/17/2026,Coastal Carolina,Georgia Southern,A,Georgia Southern -5.48,Coastal Carolina +5.5 (-105),Coastal Carolina +6,"79-75, Coastal Carolina",0,9.48,10,-0.5,WIN,0
1/17/2026,Massachusetts,Northern Illinois,A,Massachusetts -5.74,Northern Illinois +7.5 (-102),Northern Illinois +8,"70-68, Northern Illinois",0,7.74,10,-0.5,WIN,0
1/17/2026,Jacksonville,North Alabama,A,North Alabama -1.4,Jacksonville +2.5 (-108),Jacksonville +1,"90-68, Jacksonville",0,23.4,23,1.5,WIN,0
1/17/2026,UTEP,Liberty,A,Liberty -13.41,UTEP +14.5 (-112),UTEP +13.5,"80-69, Liberty",0,2.41,2.5,1,WIN,0
1/17/2026,Missouri,LSU,A,LSU -4.27,LSU -1.5 (-110),LSU -1,"78-70, LSU",0,3.73,7,-0.5,WIN,0
1/17/2026,Georgia St.,Louisiana Monroe,A,Georgia St. -3.2,Louisiana Monroe +5.5 (-105),Louisiana Monroe +6,"77-57, Georgia St.",0,16.8,14,-0.5,LOSS,0
1/17/2026,Arkansas  ,Georgia ,A,Georgia -3.42,Georgia -2.5 (-108),Georgia -3,"90-76, Georgia",0,10.58,11,0.5,WIN,0
1/17/2026,Arizona,UCF,A,Arizona -8.02,UCF +9.5 (-115),UCF +9.5,"84-77, Arizona",0,1.02,2.5,0,WIN,0
1/17/2026,Nebraska,Northwestern,A,Nebraska -5.28,Northwestern +5.5 (-105),Northwestern +4.5,"77-58, Nebraska",0,13.72,14.5,1,LOSS,0
1/17/2026,North Carolina,California,A,North Carolina -6.69,North Carolina  -6.5 (-108),North Carolina -7,"84-78, California",0,12.69,13,0.5,LOSS,0
1/17/2026,Michigan,Oregon,A,Michigan -15.07,Oregon +18.5 (-112),Oregon +18.5,"81-71, Michigan",0,5.07,8.5,0,WIN,0
1/17/2026,Richmond,Saint Louis,A,Saint Louis -14,Richmond +14.5 (+100),Richmond +15,"88-63, Saint Louis",0,11,10,-0.5,LOSS,0
1/17/2026,Charleston,Stony Brook,A,Charleston -0.01,Stony Brook +4.5 (-108),Stony Brook +4.5,"112-106, Stony Brook",1.5,6.01,10.5,0,WIN,1.388888889
1/17/2026,Prairie View A&M,Jackson St.,A,Prairie View A&M -1.7,Prairie View A&M -1.5 (-112),Prairie View A&M +1,"82-78, Jackson St.",0,5.7,3,-2.5,LOSS,0
1/17/2026,UT Arlington,Utah Valley,A,Utah Valley -9.28,UT Arlington +11.5 (-115),UT Arlington +11.5,"86-74, Utah Valley",0,2.72,0.5,0,LOSS,0
1/17/2026,Indiana St.,Murray St.,A,Murray St. -11.76,Indiana St. +13.5 (-115),Indiana St. +11,"85-81, Murray St.",0,7.76,7,2.5,WIN,0
1/17/2026,Texas Southern,Alcorn St.,A,Texas Southern -1.5,Texas Southern +1.5 (-118),Texas Southern -1.5,"72-71, Texas Southern",0,0.5,0.5,3,WIN,0
1/17/2026,Mercer,UNC Greensboro,A,Mercer -6.4,UNC Greensboro +6.5 (-112),UNC Greensboro +6,"102-92, Mercer",0,3.6,4,0.5,LOSS,0
1/17/2026,Lamar,Nicholls St.,A,Nicholls St. -4.12,Nicholls St. -2.5 (-102),Nicholls St. -3.5,"90-80, Lamar",0,14.12,13.5,1,LOSS,0
1/17/2026,UC San Diego,Cal St. Bakersfield,A,UC San Diego -8.43,Cal St. Bakersfield +8.5 (-110),Cal St. Bakersfield +8.5,"83-62, UC San Diego",0,12.57,12.5,0,LOSS,0
1/17/2026,Morehead St.,Tennessee Tech,A,Tennessee Tech -2.76,Tennessee Tech -1.5 (-112),Tennessee Tech -1.5,"76-70, Morehead St.",0,8.76,7.5,0,LOSS,0
1/17/2026,James Madison,Marshall,A,Marshall -6.57,Marshall -4.5 (-118),Marshall -6.5,"77-72, Marshall",0,1.57,1.5,2,WIN,0
1/17/2026,Nevada,Air Force,A,Nevada -14.16,Air Force +15.5 (-112),Air Force +15,"81-66, Nevada",0,0.84,0,0.5,WIN,0
1/17/2026,Louisiana,South Alabama,A,South Alabama -8.44,Louisiana +9.5 (-108),Louisiana +9.5,"59-56, Louisiana",0,11.44,12.5,0,WIN,0
1/17/2026,Western Illinois,Little Rock,A,Little Rock -6.41,Western Illinois +10.5 (-118),Western Illinois +10.5,"86-79, Little Rock",1,0.59,3.5,0,WIN,0.847457627
1/17/2026,Arkansas St.,Troy,A,Troy -3.52,Troy -3.5 (-110),Troy -3.5,"99-74, Troy",0,21.48,21.5,0,WIN,0
1/17/2026,Southern Miss,Texas St.,A,Texas St. -0.46,Southern Miss +1.5 (-110),Southern Miss +2,"74-67, Texas St.",0,6.54,5,-0.5,LOSS,0
1/17/2026,Lindenwood,Tennessee Martin,A,Tennessee Martin -1.86,Lindenwood +3.5 (-105),Lindenwood +3,"69-55, Tennessee Martin",0,12.14,11,0.5,LOSS,0
1/17/2026,East Texas A&M,Houston Christian,A,Houston Christian -2.6,East Texas A&M +3.5 (-108),East Texas A&M +2,"81-70, Houston Christian",0,8.4,9,1.5,LOSS,0
1/17/2026,Howard,North Carolina Central,A,Howard -4.23,Howard -2.5 (-108),Howard -2.5,"83-69, Howard",0,9.77,11.5,0,WIN,0
1/17/2026,Southeastern Louisiana,Texas A&M Corpus Chris,A,Texas A&M Corpus Chris -5.09,Southeastern Louisiana +6.5 (-115),Southeastern Louisiana +5,"68-56, Texas A&M Corpus Chris",0,6.91,7,1.5,LOSS,0
1/17/2026,Norfolk St.,South Carolina St.,A,Norfolk St. -4.36,South Carolina St. +6.5 (-115),South Carolina St. +5.5,"89-82, Norfolk St.",0,2.64,1.5,1,LOSS,0
1/17/2026,Southern Indiana,Tennessee St.,A,Tennessee St. -7.05,Southern Indiana +8.5 (-108),Southern Indiana +8.5,"73-67, Tennessee St.",0,1.05,2.5,0,WIN,0
1/17/2026,Morgan St.,Delaware St.,A,Delaware St. -5.85,Delaware St. -3.5 (-110),Delaware St. -3,"80-79, Morgan St.",0,6.85,4,-0.5,LOSS,0
1/17/2026,Coppin St.,Maryland Eastern Shore,A,Maryland Eastern Shore -14.26,Maryland Eastern Shore -10.5 (-105),Maryland Eastern Shore -10.5,"70-67, Maryland Eastern Shore",0.5,11.26,7.5,0,LOSS,-0.5
1/17/2026,SIU Edwardsville,Southeast Missouri St.,A,Southeast Missouri St. -6.81,SIU Edwardsville +7.5 (-110),SIU Edwardsville +9,"68-55, SIU Edwardsville",0,19.81,22,-1.5,WIN,0
1/17/2026,UC Irvine,UC Davis,A,UC Irvine -0.9,UC Davis +2.5 (-105),UC Davis +3.5,"75-72, UC Davis",0,3.9,6.5,-1,WIN,0
1/17/2026,UNLV,San Jose St.,A,UNLV -2.41,San Hose St. +5.5 (-110),San Jose St. +7,"76-62, UNLV",0,11.59,7,-1.5,LOSS,0
1/17/2026,Southern ,Grambling St.,A,Grambling St. -4.27,Grambling St. -2.5 (-115),Grambling St. -1.5,"71-53, Southern",0,22.27,19.5,-1,LOSS,0
1/17/2026,Wofford,Furman,A,Furman -7.45,Furman -5.5 (-115),Furman -4.5,"74-70, Wofford",0,11.45,8.5,-1,LOSS,0
1/17/2026,Louisiana Tech,Jacksonville St.,A,Jacksonville St. -3.63,Louisiana Tech +4.5 (-118),Louisiana Tech +4.5,"64-60, Jacksonville St.",0,0.37,0.5,0,WIN,0
1/17/2026,Northern Arizona,Portland St.,A,Portland St. -10.82,Northern Arizona +11.5 (-105),Northern Arizona +11.5,"63-52, Portland St.",0,0.18,0.5,0,WIN,0
1/17/2026,Northwestern St.,Incarnate Word,A,Incarnate Word -10.34,Incarnate Word -8.5 (-110),Incarnate Word -8.5,"76-74, Incarnate Word",0,8.34,6.5,0,LOSS,0
1/17/2026,UMKC,South Dakota St.,A,South Dakota St. -13.05,UMKC +14.5 (-115),UMKC +13.5,"90-62, South Dakota St.",0,14.95,14.5,1,LOSS,0
1/17/2026,McNeese St. ,UT Rio Grande Valley,A,McNeese St. -8.05,UT Rio Grande Valley +9.5 (-110),UT Rio Grande Valley +9.5,"79-76, UT Rio Grande Valley",0,11.05,12.5,0,WIN,0
1/17/2026,Texas A&M,Texas,A,Texas -4.78,Texas A&M +5.5 (-112),Texas A&M +4.5,"74-70, Texas A&M",0,8.78,8.5,1,WIN,0
1/17/2026,Duke,Stanford,A,Duke -6.38,Stanford +9.5 (-108),Stanford +11.5,"80-50, Duke",0,23.62,18.5,-2,LOSS,0
1/17/2026,Michigan St.,Washington  ,A,Michigan St. -3.99,Michigan St. -3.5 (-102),Michigan St. -3.5,"80-63, Michigan St.",0,13.01,13.5,0,WIN,0
1/17/2026,Purdue,USC,A,Purdue -9.31,USC +9.5 (-112),USC +9.5,"69-64, Purdue",0,4.31,4.5,0,WIN,0
1/17/2026,Wake Forest,Florida St.,A,Wake Forest -0.14,Florida St. +1.5 (-115),Florida St. +1,"69-68, Wake Forest",0,0.86,0,0.5,WIN,0
1/17/2026,South Carolina,Auburn,A,Auburn -9.85,South Carolina +11.5 (-102),South Carolina +13,"71-67, Auburn",0,5.85,9,-1.5,WIN,0
1/17/2026,Pacific,Oregon St.,A,Pacific -2.07,Pacific +1.5 (-120),Pacific +1,"81-64, Pacific",0.5,14.93,18,0.5,WIN,0.416666667
1/17/2026,Colorado,West Virginia,A,West Virginia -6.72,West Virginia -5.5 (-110),West Virginia -6,"72-61, West Virginia",0,4.28,5,0.5,WIN,0
1/17/2026,Stephen F. Austin,New Orleans,A,Stephen F. Austin -6.88,Stephen F. Austin -5.5 (-112),Stephen F. Austin -6.5,"84-79, Stephen F. Austin",0,1.88,1.5,1,LOSS,0
1/17/2026,Missouri St.,Middle Tennessee,A,Middle Tennessee -5.96,Missouri St. +7.5 (-115),Missouri St. +5.5,"90-87, Middle Tennessee",0,2.96,2.5,2,WIN,0
1/17/2026,Eastern Washington,Idaho St.,A,Idaho St. -6.46,Idaho St. -5.5 (-108),Idaho St. -5.5,"84-66, Eastern Washington",0,24.46,23.5,0,LOSS,0
1/17/2026,Bethune Cookman,Mississippi Valley St.,A,Bethune Cookman -11.91,Mississippi Valley St. +15.5 (-105),Mississippi Valley St. +16.5,"79-63, Bethune Cookman",0.5,4.09,0.5,-1,LOSS,-0.5
1/17/2026,Florida A&M,Arkansas Pine Bluff,A,Arkansas Pine Bluff -4.21,Arkansas Pine Bluff -3.5 (-112),Arkansas Pine Bluff -2.5,"71-67, Florida A&M",0,8.21,6.5,-1,LOSS,0
1/17/2026,Saint Mary's,Santa Clara,A,Santa Clara -3.48,Santa Clara -1.5 (-112),Santa Clara -1.5,"62-54, Santa Clara",0,4.52,6.5,0,WIN,0
1/17/2026,Belmont,Southern Illinois,A,Belmont -1.71,Southern Illinois +2.5 (-102),Southern Illinois +4,"73-68, Belmont",0,3.29,1,-1.5,LOSS,0
1/17/2026,Wyoming,Fresno St.,A,Wyoming -3.54,Wyoming -1.5 (-115),Wyoming -3.5,"63-60, Fresno St.",0,6.54,6.5,2,LOSS,0
1/17/2026,Austin Peay,Lipscomb,A,Lipscomb -1.44,Austin Peay +2.5 (-118),Austin Peay +2.5,"82-78, Lipscomb",0,2.56,1.5,0,LOSS,0
1/17/2026,Robert Morris,Northern Kentucky,A,Northern Kentucky -6.28,Northern Kentucky -5.5 (-118),Northern Kentucky -7,"92-89, Robert Morris",0,9.28,10,1.5,LOSS,0
1/17/2026,Campbell,UNC Wilmington,A,UNC Wilmington -5.76,Campbell +6.5 (-110),Campbell +6.5,"78-75, UNC Wilmington",0,2.76,3.5,0,WIN,0
1/17/2026,USC Upstate,High Point,A,High Point -16.65,High Point -16.5 (-110),High Point -16.5,"89-69, High Point",0,3.35,3.5,0,WIN,0
1/17/2026,LIU,Fairleigh Dickinson,A,LIU -4.99,Fairleigh Dickinson +6.5 (-108),Fairleigh Dickinson +7.5,"66-59, LIU",0,2.01,0.5,-1,LOSS,0
1/17/2026,Bellarmine,Eastern Kentucky,A,Eastern Kentucky -6.93,Eastern Kentucky -4.5 (-112),Eastern Kentucky -5,"89-69, Eastern Kentucky",0,13.07,15,0.5,WIN,0
1/17/2026,The Citadel,VMI,A,VMI -7.25,VMI -5.5 (-115),VMI -6,"82-68, The Citadel",0,21.25,20,0.5,LOSS,0
1/17/2026,BYU,Texas Tech,A,Texas Tech -1.86,BYU +2.5 (-105),BYU +3,"84-71, Texas Tech",0,11.14,10,-0.5,LOSS,0
1/17/2026,St. John's,Villanova,A,Villanova -0.96,Villanova +2.5 (-112),Villanova +2.5,"86-79, St. John's",0,7.96,4.5,0,LOSS,0
1/17/2026,New Mexico ,San Diego St.,A,San Diego St. -2.06,New Mexico +3.5 (-115),New Mexico +5,"83-79, San Diego St.",0,1.94,1,-1.5,LOSS,0
1/17/2026,Louisville,Pittsburgh,A,Louisville -7.42,Pittsburgh +7.5 (-112),Pittsburgh +7,"100-59, Louisville",0,33.58,34,0.5,LOSS,0
1/17/2026,Cal St. Fullerton,UC Riverside,A,Cal St. Fullerton -1.41,UC Riverside +3.5 (-115),UC Riverside +3,"81-72, UC Riverside",0,10.41,12,0.5,WIN,0
1/17/2026,Long Beach St.,Cal St. Northridge,A,Cal St. Northridge -6.27,Cal St. Northridge -5.5 (-112),Cal St. Northridge -7,"87-80, Long Beach St.",0,13.27,14,1.5,LOSS,0
1/17/2026,Nebraska Omaha,Oral Roberts,A,Oral Roberts -2.63,Oral Roberts -1.5 (-102),Oral Roberts -1,"73-62, Nebraska Omaha",0,13.63,12,-0.5,LOSS,0
1/17/2026,Mississippi,Mississippi St.,A,Mississippi St. -2.61,Mississippi +3.5 (-108),Mississippi +4,"68-67, Mississippi",0,3.61,5,-0.5,WIN,0
1/17/2026,Abilene Christian,Southern Utah,A,Abilene Christian -2.25,Southern Utah +3.5 (-110),Southern Utah +3.5,"74-52, Southern Utah",0,24.25,25.5,0,WIN,0
1/17/2026,Tarleton St.,Utah Tech,A,Utah Tech -1.51,Utah Tech -1.5 (+100),Utah Tech -3,"75-71, Utah Tech",0,2.49,1,1.5,WIN,0
1/17/2026,Hawaii,UC Santa Barbara,A,Hawaii -5.11,Hawaii -1.5 (-105),Hawaii -2.5,"77-62, UC Santa Barbara",0.5,20.11,17.5,1,LOSS,-0.5
1/17/2026,Idaho,Weber St.,A,Weber St. -1.11,Idaho +1.5 (-102),Idaho -1,"75-67, Idaho",0,9.11,7,2.5,WIN,0
1/17/2026,Montana,Montana St.,A,Montana St. -7.43,Montana St. -5.5 (-112),Montana St. -5.5,"76-67, Montana St.",0,1.57,3.5,0,WIN,0
1/17/2026,Portland,Loyola Marymount,A,Loyola Marymount -5.29,Portland +8.5 (-118),Portland +8,"71-58, Portland",0.5,18.29,21,0.5,WIN,0.423728814
1/17/2026,Kansas St.,Oklahoma St.,A,Oklahoma St. -4.17,Kansas St. +4.5 (-110),Kansas St. +2.5,"84-83, Oklahoma St.",0,3.17,1.5,2,WIN,0
1/17/2026,Gonzaga,Seattle,A,Gonzaga -12.16,Seattle +13.5 (-105),Seattle +10,"71-50, Gonzaga",0,8.84,11,3.5,LOSS,0
1/17/2026,Northern Colorado,Sacramento St.,A,Northern Colorado -4.03,Sacramento St. +5.5 (-105),Sacramento St. +7,"93-89, Sacramento St.",0,8.03,11,-1.5,WIN,0
1/18/2026,Florida Atlantic,Temple,A,Florida Atlantic -3.29,Florida Atlantic -2.5 (-110),Florida Atlantic -2.5,"79-73, Florida Atlantic",0,2.71,3.5,0,WIN,0
1/18/2026,Penn St.,Maryland  ,A,Maryland -1.72,Maryland -1.5 (-110),Maryland -1.5,"96-73, Maryland",0,21.28,21.5,0,WIN,0
1/18/2026,American,Army,A,American -4.55,Army +5 (-110),Army +5,"78-67, American",0,6.45,6,0,LOSS,0
1/18/2026,Oakland,Green Bay,A,Green Bay -0.1,Green Bay +4.5 (-112),Green Bay +4,"88-63, Oakland",1,25.1,21,0.5,LOSS,-1
